Loyalty Number,CLV,Churn_Probability,Risk_Level,Value_Segment,Revenue_At_Risk,Priority_Score,Recommended_Action,Communication_Channel,Action_Timeline
709982,16344.61,0.120204605,Low Risk,Premium,1964.6973915792257,1964.6973915792257,No Action Required,None,No Immediate Action
710003,5644.47,0.99992573,Critical Risk,Silver,5644.0507999598985,5644.0507999598985,Double Loyalty Points Campaign,App Notification,Within 24 Hours
710005,3323.86,0.18711595,Low Risk,Bronze,621.9472294530273,621.9472294530273,No Action Required,None,No Immediate Action
710029,45708.65,0.2971505,Low Risk,Premium,13582.34786669612,13582.34786669612,No Action Required,None,No Immediate Action
170566,9165.72,0.15540683,Low Risk,Premium,1424.4155145692823,1424.4155145692823,No Action Required,None,No Immediate Action
710053,4531.37,0.12299221,Low Risk,Silver,557.32321103625,557.32321103625,No Action Required,None,No Immediate Action
950467,2425.3,0.371939,Low Risk,Bronze,902.0636651098729,902.0636651098729,No Action Required,None,No Immediate Action
170656,6802.07,0.1066704,Low Risk,Gold,725.579541266933,725.579541266933,No Action Required,None,No Immediate Action
710069,8476.77,0.16364238,Low Risk,Gold,1387.1587892112136,1387.1587892112136,No Action Required,None,No Immediate Action
709724,29589.94,0.2551873,Low Risk,Premium,7550.97697943747,7550.97697943747,No Action Required,None,No Immediate Action
709656,23594.68,0.1789055,Low Risk,Premium,4221.218069025874,4221.218069025874,No Action Required,None,No Immediate Action
709059,5471.83,0.5116084,Medium Risk,Silver,2799.434310671687,2799.434310671687,Targeted Email Campaign,None,Within 30 Days
709123,4733.51,0.23744196,Low Risk,Silver,1123.93387786448,1123.93387786448,No Action Required,None,No Immediate Action
709212,2142.89,0.999943,Critical Risk,Bronze,2142.767893755436,2142.767893755436,Double Loyalty Points Campaign,App Notification,Within 24 Hours
170799,7983.43,0.13537215,Low Risk,Gold,1080.7340592373907,1080.7340592373907,No Action Required,None,No Immediate Action
709238,12689.43,0.1385487,Low Risk,Premium,1758.1040556398034,1758.1040556398034,No Action Required,None,No Immediate Action
709279,11044.11,0.1158562,Low Risk,Premium,1279.5286220249534,1279.5286220249534,No Action Required,None,No Immediate Action
709385,4200.37,0.13823281,Low Risk,Silver,580.6289577393234,580.6289577393234,No Action Required,None,No Immediate Action
709415,8509.85,0.13252544,Low Risk,Gold,1127.7716498851776,1127.7716498851776,No Action Required,None,No Immediate Action
170791,8263.48,0.08358696,Low Risk,Gold,690.719180740118,690.719180740118,No Action Required,None,No Immediate Action
709472,2592.44,0.117896795,Low Risk,Bronze,305.640367937088,305.640367937088,No Action Required,None,No Immediate Action
709479,6507.75,0.8907993,Critical Risk,Gold,5797.099040329456,5797.099040329456,Free Upgrade Voucher,Email + SMS,Within 24 Hours
950660,8007.4,0.12757246,Low Risk,Gold,1021.523731920123,1021.523731920123,No Action Required,None,No Immediate Action
709499,2952.36,0.15944125,Low Risk,Bronze,470.7279617124796,470.7279617124796,No Action Required,None,No Immediate Action
709550,4928.0,0.14642774,Low Risk,Silver,721.5958814620972,721.5958814620972,No Action Required,None,No Immediate Action
170710,8286.96,0.26561624,Low Risk,Gold,2201.151140627861,2201.151140627861,No Action Required,None,No Immediate Action
709566,5947.22,0.15001853,Low Risk,Gold,892.1931907096506,892.1931907096506,No Action Required,None,No Immediate Action
709595,9144.86,0.08887358,Low Risk,Premium,812.7364476963878,812.7364476963878,No Action Required,None,No Immediate Action
709659,2302.82,0.14751744,Low Risk,Bronze,339.70611740589146,339.70611740589146,No Action Required,None,No Immediate Action
710115,2396.22,0.1199109,Low Risk,Bronze,287.3329046456516,287.3329046456516,No Action Required,None,No Immediate Action
710145,3341.68,0.96828866,Critical Risk,Bronze,3235.7108495140074,3235.7108495140074,Double Loyalty Points Campaign,App Notification,Within 24 Hours
170544,5163.23,0.16016708,Low Risk,Silver,826.9794887025654,826.9794887025654,No Action Required,None,No Immediate Action
711552,9718.46,0.15204127,Low Risk,Premium,1477.607013759315,1477.607013759315,No Action Required,None,No Immediate Action
170404,6301.1,0.11626099,Low Risk,Gold,732.5721272423864,732.5721272423864,No Action Required,None,No Immediate Action
711565,20096.89,0.15965354,Low Risk,Premium,3208.5397204387186,3208.5397204387186,No Action Required,None,No Immediate Action
711567,5308.29,0.11734342,Low Risk,Silver,622.8928939285129,622.8928939285129,No Action Required,None,No Immediate Action
950437,8634.36,0.19952466,Low Risk,Gold,1722.767708246112,1722.767708246112,No Action Required,None,No Immediate Action
711571,2523.07,0.91042274,Critical Risk,Bronze,2297.060308583379,2297.060308583379,Double Loyalty Points Campaign,App Notification,Within 24 Hours
711577,5319.84,0.15850389,Low Risk,Silver,843.2153343772889,843.2153343772889,No Action Required,None,No Immediate Action
170368,2899.92,0.20368111,Low Risk,Bronze,590.6589283847809,590.6589283847809,No Action Required,None,No Immediate Action
711605,41103.24,0.26980257,Low Risk,Premium,11089.759801425933,11089.759801425933,No Action Required,None,No Immediate Action
711625,9012.92,0.116770715,Low Risk,Premium,1052.4451083242893,1052.4451083242893,No Action Required,None,No Immediate Action
170321,5568.98,0.19596015,Low Risk,Silver,1091.2981515190004,1091.2981515190004,No Action Required,None,No Immediate Action
711680,26413.55,0.13501719,Low Risk,Premium,3566.283203922212,3566.283203922212,No Action Required,None,No Immediate Action
711775,6689.02,0.9999385,Critical Risk,Gold,6688.608545045853,6688.608545045853,Free Upgrade Voucher,Email + SMS,Within 24 Hours
711795,6647.85,0.085383505,Low Risk,Gold,567.616731248796,567.616731248796,No Action Required,None,No Immediate Action
711823,7398.87,0.15165304,Low Risk,Gold,1122.0611019851267,1122.0611019851267,No Action Required,None,No Immediate Action
111912,5592.46,0.088844836,Low Risk,Silver,496.86119018435477,496.86119018435477,No Action Required,None,No Immediate Action
711853,11039.32,0.18162943,Low Risk,Premium,2005.0654458612203,2005.0654458612203,No Action Required,None,No Immediate Action
711541,2684.58,0.13478085,Low Risk,Bronze,361.8299849957228,361.8299849957228,No Action Required,None,No Immediate Action
170443,7664.81,0.45865884,Medium Risk,Gold,3515.532895862162,3515.532895862162,Targeted Email Campaign,None,Within 30 Days
711510,2566.4,0.08397266,Low Risk,Bronze,215.50744152069092,215.50744152069092,No Action Required,None,No Immediate Action
711500,8034.52,0.38062686,Low Risk,Gold,3058.1540973591805,3058.1540973591805,No Action Required,None,No Immediate Action
710203,4191.97,0.999943,Critical Risk,Silver,4191.731132996082,4191.731132996082,Double Loyalty Points Campaign,App Notification,Within 24 Hours
950446,15481.25,0.08990051,Low Risk,Premium,1391.7722475714982,1391.7722475714982,No Action Required,None,No Immediate Action
710255,8467.27,0.09544954,Low Risk,Gold,808.1970014825464,808.1970014825464,No Action Required,None,No Immediate Action
710364,10004.03,0.09487231,Low Risk,Premium,949.1054429887236,949.1054429887236,No Action Required,None,No Immediate Action
710473,5248.98,0.99991775,Critical Risk,Silver,5248.5482482481,5248.5482482481,Double Loyalty Points Campaign,App Notification,Within 24 Hours
710515,13727.8,0.5467646,Medium Risk,Premium,7505.8752433300015,7505.8752433300015,Targeted Email Campaign,None,Within 30 Days
710598,6293.96,0.32042006,Low Risk,Gold,2016.7110193216802,2016.7110193216802,No Action Required,None,No Immediate Action
170534,14628.5,0.99993503,Critical Risk,Premium,14627.549600064754,14627.549600064754,Personal Relationship Manager Call,Phone Call,Within 24 Hours
950707,19685.41,0.123148195,Low Risk,Premium,2424.2227181055396,2424.2227181055396,No Action Required,None,No Immediate Action
711129,13441.01,0.9999306,Critical Risk,Premium,13440.077465326785,13440.077465326785,Personal Relationship Manager Call,Phone Call,Within 24 Hours
711248,5083.79,0.13531521,Low Risk,Silver,687.9141095504165,687.9141095504165,No Action Required,None,No Immediate Action
711263,2429.28,0.21829948,Low Risk,Bronze,530.3105566263199,530.3105566263199,No Action Required,None,No Immediate Action
170531,2960.03,0.11709703,Low Risk,Bronze,346.6107146062702,346.6107146062702,No Action Required,None,No Immediate Action
950445,3944.23,0.10508231,Low Risk,Bronze,414.4688024749607,414.4688024749607,No Action Required,None,No Immediate Action
711285,11981.98,0.9999347,Critical Risk,Premium,11981.19725689888,11981.19725689888,Personal Relationship Manager Call,Phone Call,Within 24 Hours
711319,8388.72,0.95645744,Critical Risk,Gold,8023.453623232841,8023.453623232841,Free Upgrade Voucher,Email + SMS,Within 24 Hours
711363,4064.11,0.7625988,High Risk,Silver,3099.2854601949452,3099.2854601949452,20% Bonus Miles Offer,Email,Within 7 Days
711490,4825.26,0.11986783,Low Risk,Silver,578.3934524720908,578.3934524720908,No Action Required,None,No Immediate Action
711214,9778.98,0.08285593,Low Risk,Premium,810.2465059630572,810.2465059630572,No Action Required,None,No Immediate Action
708982,7761.27,0.20663603,Low Risk,Gold,1603.7579934065045,1603.7579934065045,No Action Required,None,No Immediate Action
708933,2862.73,0.40931803,Medium Risk,Bronze,1171.7670036798716,1171.7670036798716,Targeted Email Campaign,None,Within 30 Days
708892,13815.78,0.19196619,Low Risk,Premium,2652.1626613846424,2652.1626613846424,No Action Required,None,No Immediate Action
950933,2540.69,0.10791893,Low Risk,Bronze,274.1885539700091,274.1885539700091,No Action Required,None,No Immediate Action
707042,4726.87,0.15335424,Low Risk,Silver,724.8855679814517,724.8855679814517,No Action Required,None,No Immediate Action
707114,12280.77,0.11435278,Low Risk,Premium,1404.3401605702936,1404.3401605702936,No Action Required,None,No Immediate Action
171264,5152.82,0.097102106,Low Risk,Silver,500.3496718680858,500.3496718680858,No Action Required,None,No Immediate Action
707146,12375.02,0.12620819,Low Risk,Premium,1561.828827764988,1561.828827764988,No Action Required,None,No Immediate Action
707152,3909.64,0.31240776,Low Risk,Bronze,1221.401881891489,1221.401881891489,No Action Required,None,No Immediate Action
707273,3226.52,0.79487723,High Risk,Bronze,2564.687283756733,2564.687283756733,20% Bonus Miles Offer,Email,Within 7 Days
707276,5569.46,0.27540663,Low Risk,Silver,1533.8662030988933,1533.8662030988933,No Action Required,None,No Immediate Action
171257,5431.37,0.12334506,Low Risk,Silver,669.9326701371372,669.9326701371372,No Action Required,None,No Immediate Action
707424,10515.97,0.1554278,Low Risk,Premium,1634.4740675465762,1634.4740675465762,No Action Required,None,No Immediate Action
707470,3942.73,0.12015218,Low Risk,Bronze,473.7276159948856,473.7276159948856,No Action Required,None,No Immediate Action
707513,15016.19,0.09812459,Low Risk,Premium,1473.457539613545,1473.457539613545,No Action Required,None,No Immediate Action
950915,4860.91,0.12296697,Low Risk,Silver,597.7313621027023,597.7313621027023,No Action Required,None,No Immediate Action
707557,2580.85,0.0962546,Low Risk,Bronze,248.41868976429103,248.41868976429103,No Action Required,None,No Immediate Action
171192,11960.48,0.21512428,Low Risk,Premium,2572.989639611244,2572.989639611244,No Action Required,None,No Immediate Action
707588,2345.13,0.13199182,Low Risk,Bronze,309.53797342970967,309.53797342970967,No Action Required,None,No Immediate Action
707592,22658.54,0.2983638,Low Risk,Premium,6760.488206002712,6760.488206002712,No Action Required,None,No Immediate Action
707023,9036.66,0.0912643,Low Risk,Premium,824.7244496749341,824.7244496749341,No Action Required,None,No Immediate Action
707017,2585.44,0.20885992,Low Risk,Bronze,539.9947928619384,539.9947928619384,No Action Required,None,No Immediate Action
171350,32643.08,0.17180498,Low Risk,Premium,5608.243688374162,5608.243688374162,No Action Required,None,No Immediate Action
706970,4788.93,0.9998646,Critical Risk,Silver,4788.281474704742,4788.281474704742,Double Loyalty Points Campaign,App Notification,Within 24 Hours
706185,5395.43,0.99993694,Critical Risk,Silver,5395.089754935503,5395.089754935503,Double Loyalty Points Campaign,App Notification,Within 24 Hours
171638,19231.77,0.12148463,Low Risk,Premium,2336.3644590383024,2336.3644590383024,No Action Required,None,No Immediate Action
706199,9445.65,0.31948113,Low Risk,Premium,3017.7069772839545,3017.7069772839545,No Action Required,None,No Immediate Action
706425,7284.26,0.99993587,Critical Risk,Gold,7283.792826914788,7283.792826914788,Free Upgrade Voucher,Email + SMS,Within 24 Hours
706497,3350.69,0.09974232,Low Risk,Bronze,334.2056047895551,334.2056047895551,No Action Required,None,No Immediate Action
706510,2413.14,0.09354919,Low Risk,Bronze,225.7472970664501,225.7472970664501,No Action Required,None,No Immediate Action
171582,5903.61,0.7947384,High Risk,Gold,4691.825635896921,4691.825635896921,Priority Lounge Access,Email,Within 7 Days
111646,5015.01,0.8710372,Critical Risk,Silver,4368.260194110275,4368.260194110275,Double Loyalty Points Campaign,App Notification,Within 24 Hours
707698,5174.69,0.18785045,Low Risk,Silver,972.0678218707442,972.0678218707442,No Action Required,None,No Immediate Action
706628,4911.77,0.84026176,Critical Risk,Silver,4127.172492015959,4127.172492015959,Double Loyalty Points Campaign,App Notification,Within 24 Hours
706747,7910.87,0.99993813,Critical Risk,Gold,7910.38055746913,7910.38055746913,Free Upgrade Voucher,Email + SMS,Within 24 Hours
706792,2814.21,0.07070908,Low Risk,Bronze,198.9901986309886,198.9901986309886,No Action Required,None,No Immediate Action
706820,3095.63,0.08044339,Low Risk,Bronze,249.02297049961984,249.02297049961984,No Action Required,None,No Immediate Action
171419,7714.62,0.16340485,Low Risk,Gold,1260.6063405078648,1260.6063405078648,No Action Required,None,No Immediate Action
706876,5380.32,0.99993765,Critical Risk,Silver,5379.984556102752,5379.984556102752,Double Loyalty Points Campaign,App Notification,Within 24 Hours
706884,2511.7,0.8442521,Critical Risk,Bronze,2120.5080235004425,2120.5080235004425,Double Loyalty Points Campaign,App Notification,Within 24 Hours
706918,4770.55,0.15794112,Low Risk,Silver,753.4659999154509,753.4659999154509,No Action Required,None,No Immediate Action
706962,7322.93,0.12503776,Low Risk,Gold,915.6427604863048,915.6427604863048,No Action Required,None,No Immediate Action
950947,6838.77,0.999933,Critical Risk,Gold,6838.311832358838,6838.311832358838,Free Upgrade Voucher,Email + SMS,Within 24 Hours
706106,9256.92,0.13871764,Low Risk,Premium,1284.0980633550882,1284.0980633550882,No Action Required,None,No Immediate Action
171137,5548.03,0.19750789,Low Risk,Silver,1095.779688297212,1095.779688297212,No Action Required,None,No Immediate Action
707710,8886.3,0.9998357,Critical Risk,Gold,8884.840243935585,8884.840243935585,Free Upgrade Voucher,Email + SMS,Within 24 Hours
708337,6185.97,0.15006106,Low Risk,Gold,928.2731906948984,928.2731906948984,No Action Required,None,No Immediate Action
708343,2719.26,0.14175355,Low Risk,Bronze,385.46477018594743,385.46477018594743,No Action Required,None,No Immediate Action
708360,10394.36,0.1673136,Low Risk,Premium,1739.1178489530087,1739.1178489530087,No Action Required,None,No Immediate Action
708373,4169.36,0.11087007,Low Risk,Silver,462.2572382050752,462.2572382050752,No Action Required,None,No Immediate Action
708458,4571.61,0.17769612,Low Risk,Silver,812.3573761560023,812.3573761560023,No Action Required,None,No Immediate Action
